day,start,end,class,subject,teacher_email,room
4,08:30,09:20,12COM,Mathematics,teacher2@highschool.com,121
4,09:20,09:50,12COM,English,teacher5@highschool.com,122
4,10:10,11:00,12COM,Accountancy,teacher11@highschool.com,123
4,11:00,11:50,12COM,Business Studies,teacher12@highschool.com,124
4,11:50,12:45,12COM,Economics,teacher10@highschool.com,125
4,08:30,09:20,12HUM,English,teacher5@highschool.com,123
4,09:20,09:50,12HUM,History,teacher14@highschool.com,124
4,10:10,11:00,12HUM,Political Science,teacher15@highschool.com,125
4,11:00,11:50,12HUM,Economics,teacher10@highschool.com,126
4,11:50,12:45,12HUM,Psychology,teacher13@highschool.com,127
5,08:30,09:20,9A,English,teacher5@highschool.com,101
5,09:20,09:50,9A,SSC,teacher6@highschool.com,102
5,10:10,11:00,9A,Science,teacher1@highschool.com,103
5,11:00,11:50,9A,Mathematics,teacher2@highschool.com,104
5,11:50,12:50,9A,Computer Science,teacher3@highschool.com,105
5,13:20,14:10,9A,Hindi,teacher4@highschool.com,106
5,14:10,14:50,9A,English,teacher5@highschool.com,107
5,08:30,09:20,9B,SSC,teacher6@highschool.com,103
5,09:20,09:50,9B,Science,teacher1@highschool.com,104
5,10:10,11:00,9B,Mathematics,teacher2@highschool.com,105
5,11:00,11:50,9B,Computer Science,teacher3@highschool.com,106
5,11:50,12:50,9B,Hindi,teacher4@highschool.com,107
5,13:20,14:10,9B,English,teacher5@highschool.com,108
5,14:10,14:50,9B,SSC,teacher6@highschool.com,109
5,08:30,09:20,9C,Science,teacher1@highschool.com,105
5,09:20,09:50,9C,Mathematics,teacher2@highschool.com,106
5,10:10,11:00,9C,Computer Science,teacher3@highschool.com,107
5,11:00,11:50,9C,Hindi,teacher4@highschool.com,108
5,11:50,12:50,9C,English,teacher5@highschool.com,109
5,13:20,14:10,9C,SSC,teacher6@highschool.com,110
5,14:10,14:50,9C,Science,teacher1@highschool.com,111
5,08:30,09:20,10A,Mathematics,teacher2@highschool.com,107
5,09:20,09:50,10A,Computer Science,teacher3@highschool.com,108
5,10:10,11:00,10A,Hindi,teacher4@highschool.com,109
5,11:00,11:50,10A,English,teacher5@highschool.com,110
5,11:50,12:50,10A,SSC,teacher6@highschool.com,111
5,13:20,14:10,10A,Science,teacher1@highschool.com,112
5,14:10,14:50,10A,Mathematics,teacher2@highschool.com,113
5,08:30,09:20,10B,Computer Science,teacher3@highschool.com,109
5,09:20,09:50,10B,Hindi,teacher4@highschool.com,110
5,10:10,11:00,10B,English,teacher5@highschool.com,111
5,11:00,11:50,10B,SSC,teacher6@highschool.com,112
5,11:50,12:50,10B,Science,teacher1@highschool.com,113
5,13:20,14:10,10B,Mathematics,teacher2@highschool.com,114
5,14:10,14:50,10B,Computer Science,teacher3@highschool.com,115
5,08:30,09:20,10C,Hindi,teacher4@highschool.com,111
5,09:20,09:50,10C,English,teacher5@highschool.com,112
5,10:10,11:00,10C,SSC,teacher6@highschool.com,113
5,11:00,11:50,10C,Science,teacher1@highschool.com,114
5,11:50,12:50,10C,Mathematics,teacher2@highschool.com,115
5,13:20,14:10,10C,Computer Science,teacher3@highschool.com,116
5,14:10,14:50,10C,Hindi,teacher4@highschool.com,117
5,08:30,09:20,11SCI,Physics,teacher9@highschool.com,113
5,09:20,09:50,11SCI,Chemistry,teacher7@highschool.com,114
5,10:10,11:00,11SCI,Mathematics,teacher2@highschool.com,115
5,11:00,11:50,11SCI,Biology,teacher8@highschool.com,116
5,11:50,12:45,11SCI,Computer Science,teacher3@highschool.com,117
5,08:30,09:20,11COM,Business Studies,teacher12@highschool.com,115
5,09:20,09:50,11COM,Economics,teacher10@highschool.com,116
5,10:10,11:00,11COM,Mathematics,teacher2@highschool.com,117
5,11:00,11:50,11COM,English,teacher5@highschool.com,118
5,11:50,12:45,11COM,Accountancy,teacher11@highschool.com,119
5,08:30,09:20,11HUM,Economics,teacher10@highschool.com,117
5,09:20,09:50,11HUM,Psychology,teacher13@highschool.com,118
5,10:10,11:00,11HUM,English,teacher5@highschool.com,119
5,11:00,11:50,11HUM,History,teacher14@highschool.com,120
5,11:50,12:45,11HUM,Political Science,teacher15@highschool.com,121
5,08:30,09:20,12SCI,Biology,teacher8@highschool.com,119
5,09:20,09:50,12SCI,Computer Science,teacher3@highschool.com,120
5,10:10,11:00,12SCI,Physics,teacher9@highschool.com,121
5,11:00,11:50,12SCI,Chemistry,teacher7@highschool.com,122
5,11:50,12:45,12SCI,Mathematics,teacher2@highschool.com,123
5,08:30,09:20,12COM,English,teacher5@highschool.com,121
5,09:20,09:50,12COM,Accountancy,teacher11@highschool.com,122
5,10:10,11:00,12COM,Business Studies,teacher12@highschool.com,123
5,11:00,11:50,12COM,Economics,teacher10@highschool.com,124
5,11:50,12:45,12COM,Mathematics,teacher2@highschool.com,125
5,08:30,09:20,12HUM,History,teacher14@highschool.com,123
5,09:20,09:50,12HUM,Political Science,teacher15@highschool.com,124
5,10:10,11:00,12HUM,Economics,teacher10@highschool.com,125
5,11:00,11:50,12HUM,Psychology,teacher13@highschool.com,126
5,11:50,12:45,12HUM,English,teacher5@highschool.com,127
