day,start,end,class,subject,teacher_email,room
2,09:20,09:50,10C,Mathematics,teacher5@highschool.com,107
2,10:10,11:00,10C,Computer Science,teacher20@gmail.com,108
2,11:00,11:50,10C,Hindi,teacher20@gmail.com,109
2,11:50,12:50,10C,English,teacher25@highschool.com,110
2,13:20,14:10,10C,SSC,teacher36@highschool.com,111
2,14:10,14:50,10C,Science,teacher5@highschool.com,112
2,08:30,09:20,11SCI,Mathematics,teacher15@highschool.com,113
2,09:20,09:50,11SCI,Biology,teacher15@highschool.com,114
2,10:10,11:00,11SCI,Computer Science,teacher15@highschool.com,115
2,11:00,11:50,11SCI,Physics,teacher15@highschool.com,116
2,11:50,12:50,11SCI,Chemistry,teacher15@highschool.com,117
2,13:20,14:10,11SCI,Mathematics,teacher15@highschool.com,118
2,14:10,14:50,11SCI,Biology,teacher15@highschool.com,119
2,08:30,09:20,11COM,Mathematics,teacher12@highschool.com,120
2,09:20,09:50,11COM,English,teacher33@highschool.com,121
2,10:10,11:00,11COM,Accountancy,teacher33@highschool.com,122
2,11:00,11:50,11COM,Business Studies,teacher33@highschool.com,123
2,11:50,12:50,11COM,Economics,teacher33@highschool.com,124
2,13:20,14:10,11COM,Mathematics,teacher12@highschool.com,125
2,14:10,14:50,11COM,English,teacher33@highschool.com,126
2,08:30,09:20,11HUM,English,teacher30@highschool.com,127
2,09:20,09:50,11HUM,History,teacher30@highschool.com,128
2,10:10,11:00,11HUM,Political Science,teacher30@highschool.com,129
2,11:00,11:50,11HUM,Economics,teacher30@highschool.com,130
2,11:50,12:50,11HUM,Psychology,teacher30@highschool.com,101
2,13:20,14:10,11HUM,English,teacher30@highschool.com,102
2,14:10,14:50,11HUM,History,teacher30@highschool.com,103
2,08:30,09:20,12SCI,Physics,teacher6@highschool.com,104
2,09:20,09:50,12SCI,Chemistry,teacher6@highschool.com,105
2,10:10,11:00,12SCI,Mathematics,teacher6@highschool.com,106
2,11:00,11:50,12SCI,Biology,teacher6@highschool.com,107
2,11:50,12:50,12SCI,Computer Science,teacher21@highschool.com,108
2,13:20,14:10,12SCI,Physics,teacher6@highschool.com,109
2,14:10,14:50,12SCI,Chemistry,teacher6@highschool.com,110
2,08:30,09:20,12COM,Business Studies,teacher32@highschool.com,111
2,09:20,09:50,12COM,Economics,teacher37@highschool.com,112
2,10:10,11:00,12COM,Mathematics,teacher13@highschool.com,113
2,11:00,11:50,12COM,English,teacher32@highschool.com,114
2,11:50,12:50,12COM,Accountancy,teacher37@highschool.com,115
2,13:20,14:10,12COM,Business Studies,teacher37@highschool.com,116
2,14:10,14:50,12COM,Economics,teacher32@highschool.com,117
2,08:30,09:20,12HUM,Economics,teacher31@highschool.com,118
2,09:20,09:50,12HUM,Psychology,teacher31@highschool.com,119
2,10:10,11:00,12HUM,English,teacher31@highschool.com,120
2,11:00,11:50,12HUM,History,teacher31@highschool.com,121
2,11:50,12:50,12HUM,Political Science,teacher31@highschool.com,122
2,13:20,14:10,12HUM,Economics,teacher31@highschool.com,123
2,14:10,14:50,12HUM,Psychology,teacher31@highschool.com,124
3,08:30,09:20,9A,Computer Science,teacher23@highschool.com,101
3,09:20,09:50,9A,Hindi,teacher23@highschool.com,102
3,10:10,11:00,9A,English,teacher23@highschool.com,103
3,11:00,11:50,9A,SSC,teacher34@highschool.com,104
3,11:50,12:50,9A,Science,teacher7@highschool.com,105
3,13:20,14:10,9A,Mathematics,teacher7@highschool.com,106
3,14:10,14:50,9A,Computer Science,teacher23@highschool.com,107
3,08:30,09:20,9B,Hindi,teacher24@highschool.com,108
3,09:20,09:50,9B,English,teacher24@highschool.com,109
3,10:10,11:00,9B,SSC,teacher35@highschool.com,110
3,11:00,11:50,9B,Science,teacher8@highschool.com,111
3,11:50,12:50,9B,Mathematics,teacher8@highschool.com,112
3,13:20,14:10,9B,Computer Science,teacher24@highschool.com,113
3,14:10,14:50,9B,Hindi,teacher24@highschool.com,114
3,08:30,09:20,9C,English,teacher27@highschool.com,115
3,09:20,09:50,9C,SSC,teacher27@highschool.com,116
3,10:10,11:00,9C,Science,teacher9@highschool.com,117
3,11:00,11:50,9C,Mathematics,teacher9@highschool.com,118
3,11:50,12:50,9C,Computer Science,teacher16@highschool.com,119
3,13:20,14:10,9C,Hindi,teacher27@highschool.com,120
3,14:10,14:50,9C,English,teacher27@highschool.com,121
3,08:30,09:20,10A,SSC,teacher28@highschool.com,122
3,09:20,09:50,10A,Science,teacher10@highschool.com,123
3,10:10,11:00,10A,Mathematics,teacher10@highschool.com,124
3,11:00,11:50,10A,Computer Science,teacher17@highschool.com,125
3,11:50,12:50,10A,Hindi,teacher28@highschool.com,126
3,13:20,14:10,10A,English,teacher28@highschool.com,127
3,14:10,14:50,10A,SSC,teacher28@highschool.com,128
3,08:30,09:20,10B,Science,teacher29@highschool.com,129
3,09:20,09:50,10B,Mathematics,teacher11@highschool.com,130
3,10:10,11:00,10B,Computer Science,teacher18@highschool.com,101
3,11:00,11:50,10B,Hindi,teacher29@highschool.com,102
3,11:50,12:50,10B,English,teacher29@highschool.com,103
3,13:20,14:10,10B,SSC,teacher29@highschool.com,104
3,14:10,14:50,10B,Science,teacher29@highschool.com,105
3,08:30,09:20,10C,Mathematics,teacher5@highschool.com,106
3,09:20,09:50,10C,Computer Science,teacher20@gmail.com,107
3,10:10,11:00,10C,Hindi,teacher20@gmail.com,108
3,11:00,11:50,10C,English,teacher25@highschool.com,109
3,11:50,12:50,10C,SSC,teacher36@highschool.com,110
3,13:20,14:10,10C,Science,teacher5@highschool.com,111
3,14:10,14:50,10C,Mathematics,teacher5@highschool.com,112
3,08:30,09:20,11SCI,Biology,teacher15@highschool.com,113
3,09:20,09:50,11SCI,Computer Science,teacher15@highschool.com,114
3,10:10,11:00,11SCI,Physics,teacher15@highschool.com,115
3,11:00,11:50,11SCI,Chemistry,teacher15@highschool.com,116
3,11:50,12:50,11SCI,Mathematics,teacher15@highschool.com,117
3,13:20,14:10,11SCI,Biology,teacher15@highschool.com,118
3,14:10,14:50,11SCI,Computer Science,teacher15@highschool.com,119
3,08:30,09:20,11COM,English,teacher33@highschool.com,120
3,09:20,09:50,11COM,Accountancy,teacher33@highschool.com,121
3,10:10,11:00,11COM,Business Studies,teacher33@highschool.com,122
3,11:00,11:50,11COM,Economics,teacher33@highschool.com,123
3,11:50,12:50,11COM,Mathematics,teacher12@highschool.com,124
3,13:20,14:10,11COM,English,teacher33@highschool.com,125
3,14:10,14:50,11COM,Accountancy,teacher33@highschool.com,126
3,08:30,09:20,11HUM,History,teacher30@highschool.com,127
3,09:20,09:50,11HUM,Political Science,teacher30@highschool.com,128
3,10:10,11:00,11HUM,Economics,teacher30@highschool.com,129
3,11:00,11:50,11HUM,Psychology,teacher30@highschool.com,130
3,11:50,12:50,11HUM,English,teacher30@highschool.com,101
3,13:20,14:10,11HUM,History,teacher30@highschool.com,102
3,14:10,14:50,11HUM,Political Science,teacher30@highschool.com,103
3,08:30,09:20,12SCI,Chemistry,teacher6@highschool.com,104
3,09:20,09:50,12SCI,Mathematics,teacher6@highschool.com,105
3,10:10,11:00,12SCI,Biology,teacher6@highschool.com,106
3,11:00,11:50,12SCI,Computer Science,teacher21@highschool.com,107
3,11:50,12:50,12SCI,Physics,teacher6@highschool.com,108
3,13:20,14:10,12SCI,Chemistry,teacher6@highschool.com,109
3,14:10,14:50,12SCI,Mathematics,teacher6@highschool.com,110
3,08:30,09:20,12COM,Economics,teacher37@highschool.com,111
3,09:20,09:50,12COM,Mathematics,teacher13@highschool.com,112
3,10:10,11:00,12COM,English,teacher32@highschool.com,113
3,11:00,11:50,12COM,Accountancy,teacher37@highschool.com,114
3,11:50,12:50,12COM,Business Studies,teacher37@highschool.com,115
3,13:20,14:10,12COM,Economics,teacher32@highschool.com,116
3,14:10,14:50,12COM,Mathematics,teacher13@highschool.com,117
3,08:30,09:20,12HUM,Psychology,teacher31@highschool.com,118
3,09:20,09:50,12HUM,English,teacher31@highschool.com,119
3,10:10,11:00,12HUM,History,teacher31@highschool.com,120
3,11:00,11:50,12HUM,Political Science,teacher31@highschool.com,121
3,11:50,12:50,12HUM,Economics,teacher31@highschool.com,122
3,13:20,14:10,12HUM,Psychology,teacher31@highschool.com,123
3,14:10,14:50,12HUM,English,teacher31@highschool.com,124
4,08:30,09:20,9A,Hindi,teacher23@highschool.com,101
4,09:20,09:50,9A,English,teacher23@highschool.com,102
4,10:10,11:00,9A,SSC,teacher34@highschool.com,103
4,11:00,11:50,9A,Science,teacher7@highschool.com,104
4,11:50,12:50,9A,Mathematics,teacher7@highschool.com,105
4,13:20,14:10,9A,Computer Science,teacher23@highschool.com,106
4,14:10,14:50,9A,Hindi,teacher23@highschool.com,107
4,08:30,09:20,9B,English,teacher24@highschool.com,108
4,09:20,09:50,9B,SSC,teacher35@highschool.com,109
4,10:10,11:00,9B,Science,teacher8@highschool.com,110
4,11:00,11:50,9B,Mathematics,teacher8@highschool.com,111
4,11:50,12:50,9B,Computer Science,teacher24@highschool.com,112
4,13:20,14:10,9B,Hindi,teacher24@highschool.com,113
4,14:10,14:50,9B,English,teacher24@highschool.com,114
4,08:30,09:20,9C,SSC,teacher27@highschool.com,115
4,09:20,09:50,9C,Science,teacher9@highschool.com,116
4,10:10,11:00,9C,Mathematics,teacher9@highschool.com,117
4,11:00,11:50,9C,Computer Science,teacher16@highschool.com,118
4,11:50,12:50,9C,Hindi,teacher27@highschool.com,119
4,13:20,14:10,9C,English,teacher27@highschool.com,120
4,14:10,14:50,9C,SSC,teacher27@highschool.com,121
4,08:30,09:20,10A,Science,teacher10@highschool.com,122
4,09:20,09:50,10A,Mathematics,teacher10@highschool.com,123
4,10:10,11:00,10A,Computer Science,teacher17@highschool.com,124
4,11:00,11:50,10A,Hindi,teacher28@highschool.com,125
4,11:50,12:50,10A,English,teacher28@highschool.com,126
4,13:20,14:10,10A,SSC,teacher28@highschool.com,127
4,14:10,14:50,10A,Science,teacher10@highschool.com,128
4,08:30,09:20,10B,Mathematics,teacher11@highschool.com,129
4,09:20,09:50,10B,Computer Science,teacher18@highschool.com,130
4,10:10,11:00,10B,Hindi,teacher29@highschool.com,101
4,11:00,11:50,10B,English,teacher29@highschool.com,102
4,11:50,12:50,10B,SSC,teacher29@highschool.com,103
4,13:20,14:10,10B,Science,teacher18@highschool.com,104
4,14:10,14:50,10B,Mathematics,teacher11@highschool.com,105
4,08:30,09:20,10C,Computer Science,teacher20@gmail.com,106
4,09:20,09:50,10C,Hindi,teacher20@gmail.com,107
4,10:10,11:00,10C,English,teacher25@highschool.com,108
4,11:00,11:50,10C,SSC,teacher36@highschool.com,109
4,11:50,12:50,10C,Science,teacher5@highschool.com,110
4,13:20,14:10,10C,Mathematics,teacher5@highschool.com,111
4,14:10,14:50,10C,Computer Science,teacher20@gmail.com,112
4,08:30,09:20,11SCI,Computer Science,teacher15@highschool.com,113
4,09:20,09:50,11SCI,Physics,teacher15@highschool.com,114
4,10:10,11:00,11SCI,Chemistry,teacher15@highschool.com,115
4,11:00,11:50,11SCI,Mathematics,teacher15@highschool.com,116
4,11:50,12:50,11SCI,Biology,teacher15@highschool.com,117
4,13:20,14:10,11SCI,Computer Science,teacher15@highschool.com,118
4,14:10,14:50,11SCI,Physics,teacher15@highschool.com,119
4,08:30,09:20,11COM,Accountancy,teacher33@highschool.com,120
4,09:20,09:50,11COM,Business Studies,teacher33@highschool.com,121
4,10:10,11:00,11COM,Economics,teacher33@highschool.com,122
4,11:00,11:50,11COM,Mathematics,teacher12@highschool.com,123
4,11:50,12:50,11COM,English,teacher33@highschool.com,124
4,13:20,14:10,11COM,Accountancy,teacher33@highschool.com,125
4,14:10,14:50,11COM,Business Studies,teacher33@highschool.com,126
4,08:30,09:20,11HUM,Political Science,teacher30@highschool.com,127
4,09:20,09:50,11HUM,Economics,teacher30@highschool.com,128
4,10:10,11:00,11HUM,Psychology,teacher30@highschool.com,129
4,11:00,11:50,11HUM,English,teacher30@highschool.com,130
4,11:50,12:50,11HUM,History,teacher30@highschool.com,101
4,13:20,14:10,11HUM,Political Science,teacher30@highschool.com,102
4,14:10,14:50,11HUM,Economics,teacher30@highschool.com,103
4,08:30,09:20,12SCI,Mathematics,teacher6@highschool.com,104
4,09:20,09:50,12SCI,Biology,teacher6@highschool.com,105
4,10:10,11:00,12SCI,Computer Science,teacher21@highschool.com,106
4,11:00,11:50,12SCI,Physics,teacher6@highschool.com,107
4,11:50,12:50,12SCI,Chemistry,teacher6@highschool.com,108
4,13:20,14:10,12SCI,Mathematics,teacher6@highschool.com,109
4,14:10,14:50,12SCI,Biology,teacher6@highschool.com,110
4,08:30,09:20,12COM,Mathematics,teacher13@highschool.com,111
4,09:20,09:50,12COM,English,teacher32@highschool.com,112
4,10:10,11:00,12COM,Accountancy,teacher37@highschool.com,113
4,11:00,11:50,12COM,Business Studies,teacher37@highschool.com,114
4,11:50,12:50,12COM,Economics,teacher32@highschool.com,115
4,13:20,14:10,12COM,Mathematics,teacher13@highschool.com,116
4,14:10,14:50,12COM,English,teacher32@highschool.com,117
4,08:30,09:20,12HUM,English,teacher31@highschool.com,118
4,09:20,09:50,12HUM,History,teacher31@highschool.com,119
4,10:10,11:00,12HUM,Political Science,teacher31@highschool.com,120
4,11:00,11:50,12HUM,Economics,teacher31@highschool.com,121
4,11:50,12:50,12HUM,Psychology,teacher31@highschool.com,122
4,13:20,14:10,12HUM,English,teacher31@highschool.com,123
4,14:10,14:50,12HUM,History,teacher31@highschool.com,124
5,08:30,09:20,9A,English,teacher23@highschool.com,101
5,09:20,09:50,9A,SSC,teacher34@highschool.com,102
5,10:10,11:00,9A,Science,teacher7@highschool.com,103
5,11:00,11:50,9A,Mathematics,teacher7@highschool.com,104
5,11:50,12:50,9A,Computer Science,teacher23@highschool.com,105
5,13:20,14:10,9A,Hindi,teacher23@highschool.com,106
5,14:10,14:50,9A,English,teacher23@highschool.com,107
5,08:30,09:20,9B,SSC,teacher35@highschool.com,108
5,09:20,09:50,9B,Science,teacher8@highschool.com,109
5,10:10,11:00,9B,Mathematics,teacher8@highschool.com,110
5,11:00,11:50,9B,Computer Science,teacher24@highschool.com,111
5,11:50,12:50,9B,Hindi,teacher24@highschool.com,112
5,13:20,14:10,9B,English,teacher24@highschool.com,113
5,14:10,14:50,9B,SSC,teacher35@highschool.com,114
5,08:30,09:20,9C,Science,teacher9@highschool.com,115
5,09:20,09:50,9C,Mathematics,teacher9@highschool.com,116
5,10:10,11:00,9C,Computer Science,teacher16@highschool.com,117
5,11:00,11:50,9C,Hindi,teacher27@highschool.com,118
5,11:50,12:50,9C,English,teacher27@highschool.com,119
5,13:20,14:10,9C,SSC,teacher27@highschool.com,120
5,14:10,14:50,9C,Science,teacher9@highschool.com,121
5,08:30,09:20,10A,Mathematics,teacher10@highschool.com,122
5,09:20,09:50,10A,Computer Science,teacher17@highschool.com,123
5,10:10,11:00,10A,Hindi,teacher28@highschool.com,124
5,11:00,11:50,10A,English,teacher28@highschool.com,125
5,11:50,12:50,10A,SSC,teacher28@highschool.com,126
5,13:20,14:10,10A,Science,teacher10@highschool.com,127
5,14:10,14:50,10A,Mathematics,teacher10@highschool.com,128
5,08:30,09:20,10B,Computer Science,teacher18@highschool.com,129
5,09:20,09:50,10B,Hindi,teacher29@highschool.com,130
5,10:10,11:00,10B,English,teacher29@highschool.com,101
5,11:00,11:50,10B,SSC,teacher29@highschool.com,102
5,11:50,12:50,10B,Science,teacher11@highschool.com,103
5,13:20,14:10,10B,Mathematics,teacher11@highschool.com,104
5,14:10,14:50,10B,Computer Science,teacher18@highschool.com,105
5,08:30,09:20,10C,Hindi,teacher20@gmail.com,106
5,09:20,09:50,10C,English,teacher25@highschool.com,107
5,10:10,11:00,10C,SSC,teacher36@highschool.com,108
5,11:00,11:50,10C,Science,teacher5@highschool.com,109
5,11:50,12:50,10C,Mathematics,teacher5@highschool.com,110
5,13:20,14:10,10C,Computer Science,teacher20@gmail.com,111
5,14:10,14:50,10C,Hindi,teacher20@gmail.com,112
5,08:30,09:20,11SCI,Physics,teacher15@highschool.com,113
5,09:20,09:50,11SCI,Chemistry,teacher15@highschool.com,114
5,10:10,11:00,11SCI,Mathematics,teacher15@highschool.com,115
5,11:00,11:50,11SCI,Biology,teacher15@highschool.com,116
5,11:50,12:50,11SCI,Computer Science,teacher15@highschool.com,117
5,13:20,14:10,11SCI,Physics,teacher15@highschool.com,118
5,14:10,14:50,11SCI,Chemistry,teacher15@highschool.com,119
5,08:30,09:20,11COM,Business Studies,teacher33@highschool.com,120
5,09:20,09:50,11COM,Economics,teacher33@highschool.com,121
5,10:10,11:00,11COM,Mathematics,teacher12@highschool.com,122
5,11:00,11:50,11COM,English,teacher33@highschool.com,123
5,11:50,12:50,11COM,Accountancy,teacher33@highschool.com,124
5,13:20,14:10,11COM,Business Studies,teacher33@highschool.com,125
5,14:10,14:50,11COM,Economics,teacher33@highschool.com,126
5,08:30,09:20,11HUM,Economics,teacher30@highschool.com,127
5,09:20,09:50,11HUM,Psychology,teacher30@highschool.com,128
5,10:10,11:00,11HUM,English,teacher30@highschool.com,129
5,11:00,11:50,11HUM,History,teacher30@highschool.com,130
5,11:50,12:50,11HUM,Political Science,teacher30@highschool.com,101
5,13:20,14:10,11HUM,Economics,teacher30@highschool.com,102
5,14:10,14:50,11HUM,Psychology,teacher30@highschool.com,103
5,08:30,09:20,12SCI,Biology,teacher6@highschool.com,104
5,09:20,09:50,12SCI,Computer Science,teacher21@highschool.com,105
5,10:10,11:00,12SCI,Physics,teacher6@highschool.com,106
5,11:00,11:50,12SCI,Chemistry,teacher6@highschool.com,107
5,11:50,12:50,12SCI,Mathematics,teacher6@highschool.com,108
5,13:20,14:10,12SCI,Biology,teacher6@highschool.com,109
5,14:10,14:50,12SCI,Computer Science,teacher21@highschool.com,110
5,08:30,09:20,12COM,English,teacher32@highschool.com,111
5,09:20,09:50,12COM,Accountancy,teacher37@highschool.com,112
5,10:10,11:00,12COM,Business Studies,teacher37@highschool.com,113
5,11:00,11:50,12COM,Economics,teacher32@highschool.com,114
5,11:50,12:50,12COM,Mathematics,teacher13@highschool.com,115
5,13:20,14:10,12COM,English,teacher32@highschool.com,116
5,14:10,14:50,12COM,Accountancy,teacher37@highschool.com,117
5,08:30,09:20,12HUM,History,teacher31@highschool.com,118
5,09:20,09:50,12HUM,Political Science,teacher31@highschool.com,119
5,10:10,11:00,12HUM,Economics,teacher31@highschool.com,120
5,11:00,11:50,12HUM,Psychology,teacher31@highschool.com,121
5,11:50,12:50,12HUM,English,teacher31@highschool.com,122
5,13:20,14:10,12HUM,History,teacher31@highschool.com,123
5,14:10,14:50,12HUM,Political Science,teacher31@highschool.com,124
